Info. ISIN,Info. CompanyName,Info. Ticker,Info. Country,Info. List,Info. Industry,Info. ReportDate. Next,Stock. LatestPrice,Stock. Return. Act_1d,Stock. Return. Act_1w,Stock. Return. Act_1m,Stock. Return. Act_3m,Stock. Return. Act_6m,Stock. Return. Act_1y,Stock. Return. Act_3y,Stock. Return. Act_5y,Valuation. MarketCap,Valuation. P/E. Latest,Valuation. P/E. Avg_1y,Valuation. P/E. Avg_3y,Valuation. P/S. Latest,Valuation. P/S. Avg_1y,Valuation. P/S. Avg_3y,Valuation. P/FCF. Latest,Valuation. P/FCF. Avg_1y,Valuation. P/FCF. Avg_3y,TA. MA5/MA20,TA. MA20/MA70,TA. MA50/MA200,Strat. Graham,Profitability. ROC
SE0000105116,Acando,ACAN B,Sverige,Mid Cap,IT-Tjänster,2017-05-04,30.2000007629394,-0.00330027961172163,-0.0130718825384974,-0.00983604043722153,-0.0820668861269951,0.268907636404037,0.819277107715606,1.11929833889007,1.20437967777252,3106.52294921875,14.7930402755737,11.9132795333862,12.7814598083496,1.34831702709197,0.991675019264221,1.01165604591369,21.2775592803955,19.9041900634765,17.4399299621582,-0.0115015506744385,-0.00540196895599365,0.179030299186707,3,0.216753005981445
SE0009268717,Acarix,ACARIX,Sverige,First North,Sjukvård,,19.6000003814697,-0.0101009523496032,0.0103093180805445,-0.0199999809265137,-0.0485436879098415,,,,,,,,,,,,,,,0.00498998165130615,-0.0141260027885437,-0.0235222578048706,2,
SE0009580079,Acosense,ACOS,Sverige,Aktietorget,Tjänster & Leverans,,8.44999980926513,-0.0174419265240431,,-0.00588237540796399,,,,,,,,,,,,,,,,0.0950081348419189,-0.0667203068733215,,2,
SE0009189608,AcouSort,ACOU,Sverige,Aktietorget,Bioteknik,,8.5,-0.0173409972339869,-0.0502793081104755,-0.158415868878365,-0.190476194024086,,,,,46.8520011901855,-168.650802612304,-168.650802612304,,29.7472991943359,29.7472991943359,,,,,-0.0471518039703369,-0.0686467289924622,0.0146654844284058,2,
SE0009269467,Actic Group,ATIC,Sverige,Small Cap,Konsument,,51.5,-0.00483091780915856,0.0198019798845053,0.0198019798845053,,,,,,543.325012207031,-137.18699645996,-34.2967491149902,-45.7290000915527,0.654656529426574,0.163664102554321,0.218218803405762,-6.83677101135253,-2.27892398834228,-2.27892398834228,0.00404775142669678,-0.00360739231109619,,1,0.0372479408979416
SE0001137985,Active Biotech,ACTI,Sverige,Small Cap,Bioteknik,2017-04-27,5.15000009536743,0.149553582072258,0.0198019593954086,-0.712290525436401,-0.570833325386047,-0.5,-0.477157354354858,-0.860054314136505,-0.873774468898773,498.643585205078,-8.50958347320556,-12.6639795303344,-11.793999671936,25.1840190887451,51.8655395507812,63.5807495117187,-7.95284795761108,-11.0819396972656,-10.1727600097656,-0.579632997512817,-0.23004949092865,0.218435883522034,1,-0.170375093817711
SE0009695927,AcuCort,ACUC,Sverige,Aktietorget,Läkemedel,,3.77999997138977,0.0216216016560793,0.0500000193715096,,,,,,,,,,,,,,,,,-0.0697494745254517,,,2,
SE0009160922,AdderaCare,ADDERA,Sverige,First North,Sjukvård,2017-05-16,15.8000001907348,-0.012499988079071,,-0.00628927210345864,0.0259740632027388,,,,,193.550003051757,32.476879119873,32.476879119873,,2.06356501579284,2.06356501579284,,-18.7475795745849,-18.7475795745849,,0.0831929370760918,0.00800275802612305,-0.0280641913414001,2,0.1788439899683
SE0007982814,AddLife,ALIF B,Sverige,Mid Cap,Bioteknik,2017-04-28,183,0.0194986071437597,-0.0108108101412654,0.133126929402351,0.115853659808636,0.388994306325912,0.759615421295166,,,4199.85009765625,37.5662002563476,37.5662002563476,,2.16676998138427,2.16676998138427,,-64.513816833496,-64.513816833496,,0.0188999176025391,0.0448421239852905,0.145467281341553,2,0.182298704981804
SE0000472268,Addnode,ANOD B,Sverige,Mid Cap,IT-Tjänster,2017-04-27,74,-0.0512820519506931,-0.0326797403395176,0.0685920566320419,0.0609319023787975,0.292576432228088,0.46534651517868,0.60869562625885,1.4183006286621,2249.60009765625,23.2638607025146,20.3326396942138,20.6143608093261,0.988878607749938,0.845151185989379,0.885269880294799,58.2797889709472,55.2146682739257,65.1502075195312,0.0158730745315552,0.0802272632718086,0.126676440238953,2,0.169376507401466
SE0005568136,Addtech,ADDT B,Sverige,Mid Cap,Handel & Distribution,2017-05-11,163.5,0.0186915881931782,-0.0030487806070596,0.0315457433462143,0.0900000035762787,0.329268306493759,0.520930230617523,0.549763023853302,1.69508016109466,10925.7197265625,24.8314208984375,12.3459196090698,16.6987209320068,1.5221129655838,1.08870196342468,1.35443198680877,-242.793899536132,131.246002197265,-46.9399299621582,-0.0139249563217163,0.0692330598831177,0.0948295593261719,5,0.282507002353668
SE0001306119,ADDvise Group A,ADDV A,Sverige,First North,Sjukvård,2017-05-11,3.52999997138977,,-0.0902062207460403,0.146103918552399,0.604545414447784,0.561946928501129,0.838541746139526,-0.0328767448663712,0.470833241939545,110.294898986816,19.9435005187988,58.6659088134765,83.5397720336914,0.487116396427155,0.466438889503479,0.427294194698334,-2.55235290527343,-1.88025605678558,,-0.040951132774353,0.348345994949341,0.241693720221519,,0.139577999711037
SE0005676277,Advanced Stabilized Tech,ASTG MTF,Sverige,NGM,Kommunikation,,0.200000002980232,0.0582010969519615,-0.183673471212387,-0.508599519729614,-0.666666626930236,-0.748427629470825,-0.827586233615875,-0.791666626930236,,55.5321998596191,-7.84313678741455,-36.0543212890625,-4.81680297851562,2.70888805389404,11.3212299346923,4.83455610275268,-2.80465698242187,-9.03175354003906,-5.28567504882812,-0.312625288963318,-0.317595720291138,-0.454550564289093,,
SE0006219473,Advenica,ADVE,Sverige,First North,Kommunikation,2017-04-25,14.9499998092651,0.0310344696044922,0.017006803303957,-0.135838121175766,-0.301401853561401,-0.0537974946200848,-0.174033179879189,,,188.818496704101,-7.58344316482543,-14.8829402923583,-33.9836311340332,4.02177906036376,4.54835987091064,4.22226095199584,-29.600019454956,-25.3076400756835,-39.4399108886718,-0.0668986439704895,-0.129542946815491,-0.0547704696655273,,-0.469651311635971
SE0009346299,Aerowash,AERW B,Sverige,Aktietorget,Tjänster & Leverans,,9.05000019073486,0.0584795325994492,-0.0268817208707333,,-0.371527761220932,,,,,,,,,,,,,,,-0.0544685758650303,-0.0899083018302917,-0.0596842207014561,2,
NO0003078107,AF Gruppen,AFG,Norge,OB Match,Byggnation,2017-05-12,155,-0.00958466436713934,-0.0372670814394951,,-0.0220820195972919,0.0508474595844746,0.187739461660385,1.15360939502716,2.08546137809753,14365.400390625,22.1349506378173,18.4420204162597,18.5104808807373,1.21421694755554,1.06314504146575,1.04285502433776,14.1810503005981,13.6761302947998,12.3453302383422,0.00430965423583984,-0.00216150283813477,0.00603389739990234,4,0.512144684791564
FI0009800098,Afarak,AFAGR,Finland,Small Cap,Gruv & Metall,,0.980000019073486,-0.00507613737136126,0.0208333749324083,0.289473712444305,-0.0297029428184032,1.20720720291137,1.39024400711059,1.63511705398559,0.492310017347336,257.779205322265,-280,175.379806518554,-79.4957962036132,1.66014599800109,0.804291605949401,0.925614118576049,37.4951591491699,-374.768005371093,12.4735803604125,-0.0315157175064087,0.112851858139038,0.316340565681458,2,-0.00451669190078974
FI0009013312,Affecto,AFE1V,Finland,Small Cap,IT-Tjänster,2017-05-11,3.55999994277954,0.0200572870671749,0.0563798435032368,0.227586150169373,0.223367631435394,0.338345795869827,0.271428555250168,0.206779614090919,0.369230806827545,76.8675231933593,16.2854499816894,34.663589477539,-7.34834718704223,0.681135714054107,0.602885425090789,0.644841015338897,21.3639602661132,10.5906896591186,13.2815704345703,0.136633038520813,0.0356178283691406,0.0547943115234375,2,0.119373299181461
CA00829Q1019,Africa Oil,AOI,Sverige,Mid Cap,Olja & Gas,2017-05-11,14.5600004196166,0.0370370708405972,0.0881913602352142,0.0203223507851362,-0.139988169074059,0.120000027120113,0.150988206267357,-0.713103413581848,-0.694758892059326,6647.5419921875,39.0557899475097,15.5368900299072,23.542179107666,,,,-18.539960861206,-3.03984498977661,-6.28537988662719,0.0321265459060669,-0.0850619152188301,-0.0411010980606079,3,-0.0374292805790901
AU000000AOQ0,African Petroleum,APCL,Norge,Oslo Axess,Olja & Gas,,5,-0.01960782520473,-0.279538929462433,-0.426605522632599,0.639344274997711,1.3474177122116,0.689189136028289,,,533.054992675781,139.664794921875,30.3167304992675,43.7457084655761,847.598999023437,305.432708740234,325.523010253906,-25.6164398193359,2.98196411132812,-11.0116901397705,-0.377845585346222,0.411126732826233,0.810874760150909,,0.0188998989760876
SE0005799046,Ages Industri,AGES B,Sverige,First North,Produktion,2017-05-04,140,0.0108303250744939,0.027522936463356,0.0810810849070549,0.477572560310364,0.555555582046508,0.25560536980629,,,950.460021972656,19.9677696228027,19.9048099517822,17.2632293701171,1.17485797405242,1.00089299678802,1.02678596973419,21.6013603210449,12.9735498428344,17.9694805145263,0.0358239412307739,0.122452259063721,0.215515866875648,,0.121376797556877
DK0060083566,Agromino,AGRO,Sverige,Small Cap,Livsmedel,,20.8999996185302,103.5,105.632659912109,117.079093933105,123.404762268066,109.582008361816,85.7219924926757,10.6111106872558,1.78666651248931,36122.66015625,-151.449295043945,-19.419240951538,-51.1851997375488,95.3027801513671,12.1645402908325,32.0049095153808,221.286804199218,29.7602005004882,78.127342224121,2.52846503257751,1.60208165645599,0.919316530227661,2,0.0783966407179832
SE0005962362,AHA World,AHA,Sverige,Aktietorget,Betting & Spel,2017-05-12,2.02999997138977,-0.0193236544728279,-0.097777783870697,-0.29513892531395,-0.532258093357086,-0.667213141918182,-0.672580659389495,,,25.4866504669189,-2.39189291000366,-10.1329698562622,-10.263970375061,1.29888105392456,3.81998801231384,3.73850107192993,-2.06252694129943,-7.84170722961425,-9.48467922210693,-0.196577906608582,-0.170636713504791,-0.350493788719177,,-7.12916851043701
SE0009155005,Ahlsell,AHSL,Sverige,Large Cap,Tjänster & Leverans,2017-04-28,58.5,0.0200523380190134,-0.0258118100464344,-0.024186834692955,0.00601889006793499,0.100658483803272,,,,19815.880859375,57.9437408447265,14.4859399795532,19.3145809173583,0.805327177047729,0.201331794261932,0.268442392349243,27.6758098602294,6.91895198822021,9.22527027130126,-0.0148367881774902,0.016859769821167,0.0574475526809692,1,0.105350196361542
FI4000048418,Ahlstrom-Munksjö,AM1S,Sverige,Large Cap,Produktion,2017-04-26,179.199996948242,0.0346420332789421,0.0310701616108418,0.337313413619995,0.248780459165573,0.259753942489624,1.01915490627288,,,9096.37109375,20.3174591064453,15.44172000885,19.2494506835937,0.819848597049713,0.550516605377197,0.604831576347351,11.0801496505737,8.42256164550781,17.3449592590332,0.0477070808410645,0.130111336708069,0.0947650745511055,1,0.103440396487713
FI4000048418,Ahlstrom-Munksjö,AM1S,Sverige,Large Cap,Produktion,2017-04-26,179.199996948242,0.0346420332789421,0.0310701616108418,0.337313413619995,0.248780459165573,0.259753942489624,1.01915490627288,,,9096.37109375,20.3174591064453,15.44172000885,19.2494506835937,0.819848597049713,0.550516605377197,0.604831576347351,11.0801496505737,8.42256164550781,17.3449592590332,0.0477070808410645,0.130111336708069,0.0947650745511055,1,0.103440396487713
FI4000127535,Ahola Transport,AHOLA,Finland,First North,Handel & Distribution,2017-05-15,0.680000007152557,,-0.0285714007914066,-0.150000005960464,-0.0872483178973198,-0.180722862482071,-0.333333313465118,,,10.0810003280639,183.783798217773,89.3252410888671,84.943862915039,0.104782298207283,0.482464700937271,0.233640894293785,19.8055000305175,68.9074935913085,14.8131599426269,-0.0674194097518921,-0.0336970686912537,-0.0341862440109253,1,0.0670980885624886
SE0000598278,AIK Fotboll,AIK B,Sverige,NGM,"Hotell, restaurang & nöje",2017-05-09,1.82000005245208,-0.0899999737739563,-0.0761421173810959,-0.112195074558258,-0.137440696358681,-0.359154880046844,0.300000071525574,0.378787875175476,0.103030346333981,39.7469787597656,0.688819885253906,-3.28683900833129,-3.59813809394836,0.180745303630829,0.230696395039558,0.242024406790733,2.19693708419799,1.86709702014923,-6.53958177566528,-0.0475256443023682,-0.0163179039955139,0.000656723976135254,2,1.38725900650024
SE0009242555,Aino Health,AINO,Sverige,First North,Sjukvård,2017-05-12,15.8999996185302,-0.00625002384185791,0.012738841585815,-0.0591716021299362,-0.220588251948357,,,,,,,,,,,,,,,-0.0356650948524475,-0.0953313708305359,-0.131175696849823,2,
NO0010345853,Aker BP,DETNOR,Norge,OBX,Olja & Gas,2017-04-28,146.699996948242,0.00410671345889568,0.005483228713274,0.0419033654034138,-0.0355030186474323,0.139860138297081,1,1.68700015544891,1.17116856575012,49546.01953125,78.5584335327148,29.1790008544921,50.4344902038574,3.15294098854064,2.14007210731506,1.9957400560379,14.3728399276733,2.88729310035705,8.71642398834228,0.0224622488021851,-0.000918090343475342,0.0303652286529541,1,0.083025835454464
NO0010716582,Aker Solutions,AKSO,Norge,OBX,Olja & Gas,2017-05-09,45.099998474121,0.00534992991015315,-0.0109649123623967,-0.0584551766514778,-0.0348812565207481,0.248615726828575,0.555172324180603,,,12269.1796875,215.274505615234,53.6515083312988,84.7635116577148,0.480071395635605,0.370100289583206,0.415554910898209,-14.0379695892333,-2.73652911186218,4.64397621154785,-0.0262139439582825,-0.0417650938034058,0.153862953186035,1,0.102232106029987
NO0003097503,AKVA Group,AKVA,Norge,OB Match,Livsmedel,2017-05-11,70.5,0.0217391308397055,0.0143884895369411,0.170124471187592,-0.0723684206604958,-0.118749998509884,0.1015625,3.60784292221069,5.40909099578857,1821.29699707031,52.2377014160156,42.5668487548828,43.9382591247558,1.05854403972625,0.961302816867828,0.930485010147094,-11.5510997772216,-28.174970626831,-32.877700805664,0.0221651792526245,-0.0458676815032959,-0.0732946395874023,,0.104026407003403
SE0008732218,Alcadon Group,ALCA,Sverige,First North,Kommunikation,2017-04-25,38.2999992370605,0.0186170414090157,-0.0128865977749228,0.00789471715688705,0.0942856892943382,0.439849585294724,,,,626.281616210937,24.3700695037841,21.4208106994628,14.2805404663085,1.82589399814605,1.63829100131988,1.09219396114349,-68.0740890502929,-20.0594596862792,-13.3729801177978,-0.0253705382347107,0.0885546207427979,0.181831359863281,,0.16239321231842
SE0008348072,Alelion Energy,ALELIO,Sverige,First North,Produktion,2017-05-08,10,-0.0384615026414394,-0.0566038079559803,0.0752687901258469,-0.111111104488373,-0.19354835152626,,,,412.869995117187,-22.5174503326416,-11.2587299346923,-7.50581693649291,8.18747901916503,4.09373998641967,2.72916007041931,-12.3123502731323,-6.15617513656616,-4.10411596298217,0.0325764417648315,-0.00316298007965088,-0.112572558224201,1,-0.473149418830872
SE0000695876,Alfa Laval,ALFA,Sverige,Large Cap,Produktion,2017-04-26,173.399993896484,0.0140350516885519,-0.0153322657570243,0.00173303170595318,0.0624999813735485,0.288261413574219,0.395011991262436,0.0352238453924656,0.4224773645401,72733.671875,33.1213111877441,24.3654098510742,24.9785499572753,2.04532098770141,1.72468304634094,1.75560903549194,17.9279403686523,14.6022596359252,14.7036895751953,-0.0214554071426392,0.0487369298934937,0.138430237770081,3,0.0829869732260704
SE0009470271,Aligera B,ALIRA B,Sverige,First North,Energiproducenter,,7.5,0.0204081777483225,-0.0384615622460842,-0.101796448230743,-0.318181812763214,,,,,81.75,-2.52840209007263,-1.26420104503631,-0.842800796031951,1.43431103229522,0.717155575752258,0.478103697299957,-3.23122501373291,-1.61561298370361,-1.07707500457763,-0.0670408606529236,-0.131701052188873,-0.0989367365837097,2,
SE0007158910,Alimak,ALIG,Sverige,Mid Cap,Tjänster & Leverans,2017-04-12,129.25,0.009765625,-0.0425925925374031,-0.0354477614164352,-0.0443622916936874,0.239808157086372,0.689542472362518,,,5599.88623046875,26.0222702026367,20.8926391601562,26.0722103118896,2.36292099952697,2.03310489654541,2.15567302703857,-6.28212404251098,13.1227302551269,12.0375900268554,0.00448083877563477,-0.00675034523010254,0.141746520996094,1,0.0823559165000916
DK0060027142,ALK-Abello,ALK B,Denmark,Large Cap,Läkemedel,2017-05-09,992.5,0.0137895811349154,-0.041988417506218,-0.017326733097434,0.0649141669273376,0.0918591916561127,-0.191775247454643,0.237531170248985,1.61184203624725,0.992500007152557,,,,,,,,,,-0.0308429598808289,0.059459924697876,0.0583623647689819,2,
SE0008374003,Allgon,ALLG B,Sverige,First North,Kommunikation,2017-05-04,11.5500001907348,-0.0170212611556053,-0.0334727726876736,-0.0833333507180214,-0.121672965586185,-0.049382671713829,-0.134831473231316,-0.320588231086731,0.454659968614578,195.792098999023,-7.99086809158325,5.72232389450073,10.9753398895263,1.39506697654724,1.57018601894378,1.37573504447937,-6.26976203918457,-120.024497985839,2.3461410999298,-0.0468050241470337,-0.0319148898124695,-0.0146416425704956,,-0.214942708611488
SE0000767188,Alligator Bioscience,ATORX,Sverige,Mid Cap,Bioteknik,2017-05-02,31,-0.00641028024256229,-0.0342678651213646,0.0402684845030308,-0.0490797087550163,,,,,,,,,,,,,,,-0.00674152374267578,0.0188300609588623,-0.0510396398603916,2,
SE0001625534,AllTele,ATEL A,Sverige,Small Cap,Telekommunikationstjänster,2017-05-09,22.2000007629394,0.0325581729412079,0.00909094419330359,0.110000036656857,0.156249985098839,0.25423726439476,0.396226495504379,-0.212765961885452,0.00909094419330359,729.425415039062,24.5656700134277,9.90703868865966,9.70623779296875,1.02163398265838,0.723118424415588,0.751310586929321,-50.4827613830566,-4.4078140258789,-5.13056087493896,-0.0442554950714111,0.131235837936401,0.172232404351234,,0.0981826782226562
FI0009013114,Alma Media,ALN1V,Finland,Mid Cap,Media,2017-04-28,5.63000011444091,0.0107719823718071,-0.00880276691168547,0.14430895447731,0.0703421756625175,0.0889748558402061,0.599431872367858,1.10861420631408,0.267618328332901,463.816314697265,19.4071006774902,23.771780014038,20.7310695648193,1.29160797595977,1.0093879699707,1.00436794757843,13.8040599822998,19.1334209442138,14.9024600982666,0.0219269990921021,0.0329886674880981,0.0405049324035645,2,0.186131402850151
SE0000885501,Alphahelix,ALPH,Sverige,Aktietorget,Sjukvård,2017-04-27,1.30999994277954,-0.0075758402235806,-0.0296296887099743,0.100840233266354,-0.0575539879500866,0.408602058887482,0.212962850928307,-0.132450357079506,1.51923084259033,69.2099227905273,40.9375,59.8460807800292,64.3234481811523,2.4040400981903,2.42783308029174,2.29792499542236,,26.5793991088867,48.5352592468261,0.0373760461807251,0.00558841228485107,0.0969184711575508,1,0.39677220582962
SE0005620408,Alteco Medical,ALTE,Sverige,Aktietorget,Läkemedel,2017-04-27,1.20000004768371,0.01694923825562,-0.00826445501297712,-0.111111089587212,-0.210526272654533,-0.245283007621765,-0.593220353126525,-0.744680881500244,,19.653600692749,-2.14209198951721,-7.38671207427978,-5.12268590927124,4.50254297256469,7.34504318237304,7.05082082748413,-1.92928194999694,-4.59349679946899,-3.82027792930603,0.000813722610473633,-0.108035266399384,-0.179328322410583,,-1.33985197544097
SE0007413455,Alzinova,ALZ,Sverige,Aktietorget,Bioteknik,2017-05-19,14.1999998092651,-0.00350878527387977,-0.0307167116552591,-0.0273972991853952,-0.139393955469131,-0.139393955469131,-0.0138888768851757,,,77.78759765625,-26.2476902008056,-20.8285694122314,-13.8857097625732,14.7772798538208,33.5333595275878,22.3555793762207,-10.0839500427246,-10.7187299728393,-7.14581823348999,-0.0434928499162197,-0.0216166973114014,-0.157783567905426,1,-0.385770201683044
SE0009663826,Ambea,AMBEA,Sverige,Mid Cap,Sjukvård,,88.75,-0.0111420610919595,-0.0353260859847069,0.0660660639405251,,,,,,6000.919921875,46.88325881958,23.44162940979,15.6277503967285,1.1094319820404,0.554716229438781,0.369810789823532,-7.12698316574096,-3.56349205970764,-2.37566089630126,0.0469366312026978,0.0156635046005249,,1,0.0730050876736641
SE0004020097,Ambia Trading,AMBI,Sverige,Aktietorget,Handel & Distribution,2017-05-17,14.8500003814697,0.0384615510702133,-0.0230262782424688,-0.0541400909423828,0.0645161718130112,0.0102041205391288,-0.105421684682369,0.169291377067566,,38.5060501098632,-93.9278869628906,6.39254093170166,-8.33905220031738,,0.0802319869399071,0.0912172719836235,-1.39742505550384,-1.76809501647949,-2.35746002197265,-0.0205748081207275,0.0225794315338135,-0.00787883996963501,1,0.409914016723633
DK0060591204,Ambu,AMBU B,Denmark,Large Cap,Sjukvård,2017-05-02,401.5,0.0423156470060349,-0.0313630886375904,0.255079716444016,0.415726363658905,0.358714014291763,0.574509799480438,3.65507221221923,9.85135173797607,0.40149998664856,,,,,,,,,,0.0371088981628418,0.190582498908043,0.0552936792373657,2,
FI0009000285,Amer Sports,AMEAS,Finland,Large Cap,Konsument,2017-04-27,20.5300006866455,0.0316583476960659,-0.00532939471304417,-0.0547881498932838,-0.0855233892798424,-0.183048099279404,-0.195848003029823,0.407128214836121,1.20990324020385,2410.22192382812,19.5635604858398,22.1220607757568,21.4510993957519,0.910135924816131,1.08168399333953,1.0229959487915,34.2361106872558,249.472702026367,445.797790527343,-0.0146723985671997,-0.0462690591812134,-0.123078711330891,4,0.121983006596565
NO0010272065,American Shipping,AMSC,Norge,OB Match,Tjänster & Leverans,,26,-0.00383143220096827,-0.0262172557413578,-0.0405904203653336,-0.0370370373129845,0.0833333283662796,-0.00763361714780331,-0.469554483890533,10.2015857696533,1576.01599121093,26.2705898284912,30.1002407073974,19.0951099395751,2.11944103240966,2.75247406959533,2.90006399154663,3.2894320487976,8.15674114227294,11.2172298431396,-0.0180936455726624,-0.031011164188385,0.0475280284881592,2,0.0634841322898865
SE0002069633,Amnode,AMNO,Sverige,Aktietorget,Produktion,2017-05-09,0.303999990224838,-0.0225080363452435,-0.105882383882999,-0.234256967902184,-0.296296328306198,-0.617610096931457,-0.723636388778686,-0.924000024795532,,18.516939163208,-1.65038001537322,-2.93707489967346,-2.60348892211914,0.239323601126671,0.348762512207031,0.302283614873886,-1.4687830209732,9.78322887420654,-5.00069904327392,-0.169259369373322,-0.0603448785841465,-0.347372770309448,1,-0.34591880440712
DK0010283597,Andersen & Martini,AM B,Denmark,Small Cap,Återförsäljare,,90.5,0.0402298830449581,0.0342857129871845,0.06470587849617,0.330882340669632,0.958874464035034,0.885416626930236,1.41333329677581,0.846938788890838,0.0904999971389771,,,,,,,,,,0.0164492130279541,0.0979908779263496,0.389039635658264,2,
MT0000650102,Angler Gaming,ANGL,Sverige,Aktietorget,Betting & Spel,2017-05-03,4.71000003814697,0.00212770840153098,-0.0268595274537802,-0.0465587079524994,0.0608108043670654,0.539215743541717,0.338068187236786,1.47894740104675,,350.042510986328,20.5587100982666,53.0460700988769,-24.0473709106445,4.4009690284729,4.85999393463134,4.80133819580078,78.7213821411132,-183.13330078125,-3.79937505722045,-0.024330198764801,0.0320730209350586,0.228648066520691,1,0.954759955406188
SE0009664154,Annexin,ANNX,Sverige,First North,Bioteknik,,9.39999961853027,0.0217391103506088,0.0162161756306887,-0.0358974747359753,,,,,,,,,,,,,,,,0.0177383422851562,-0.00481444597244263,,2,
