ISIN,CompanyName,Ticker,Country,List,Industry,MarketCap,Price. Latest,Return. Act_1d,Return. Act_1w,Return. Act_1m,Return. Act_3m,Return. Act_6m,Return. Act_1y,Return. Act_3y,Return. Act_5y,P/E. Latest,P/E. Avg_1y,P/E. Avg_3y,P/S. Latest,P/S. Avg_1y,P/S. Avg_3y,P/FCF. Latest,P/FCF. Avg_1y,P/FCF. Avg_3y,TA. MA5/MA20,TA. MA20/MA70,TA. MA50/MA200,Strat. Graham,ReportDateNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0000105116,Acando,ACAN B,Sverige,Mid Cap,IT-Tjänster                                                     ,3106.522949,30.20000076,-0.00330028,-0.013071883,-0.00983604,-0.082066886,0.268907636,0.819277108,1.119298339,1.204379678,14.79304028,11.91327953,12.78145981,1.348317027,0.991675019,1.011656046,21.27755928,19.90419006,17.43992996,-0.011501551,-0.005401969,0.179030299,3,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009268717,Acarix,ACARIX,Sverige,First North,Sjukvård                                                        ,,19.60000038,-0.010100952,0.010309318,-0.019999981,-0.048543688,,,,,,,,,,,,,,0.004989982,-0.014126003,-0.023522258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009580079,Acosense,ACOS,Sverige,Aktietorget,Tjänster & Leverans                                             ,,8.449999809,-0.017441927,,-0.005882375,,,,,,,,,,,,,,,0.095008135,-0.066720307,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009189608,AcouSort,ACOU,Sverige,Aktietorget,Bioteknik                                                       ,46.85200119,8.5,-0.017340997,-0.050279308,-0.158415869,-0.190476194,,,,,-168.6508026,-168.6508026,,29.74729919,29.74729919,,,,,-0.047151804,-0.068646729,0.014665484,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009269467,Actic Group,ATIC,Sverige,Small Cap,Konsument                                                       ,543.3250122,51.5,-0.004830918,0.01980198,0.01980198,,,,,,-137.1869965,-34.29674911,-45.72900009,0.654656529,0.163664103,0.218218803,-6.836771011,-2.278923988,-2.278923988,0.004047751,-0.003607392,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0001137985,Active Biotech,ACTI,Sverige,Small Cap,Bioteknik                                                       ,498.6435852,5.150000095,0.149553582,0.019801959,-0.712290525,-0.570833325,-0.5,-0.477157354,-0.860054314,-0.873774469,-8.509583473,-12.66397953,-11.79399967,25.18401909,51.86553955,63.58074951,-7.952847958,-11.0819397,-10.17276001,-0.579632998,-0.230049491,0.218435884,1,2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009695927,AcuCort,ACUC,Sverige,Aktietorget,Läkemedel                                                       ,,3.779999971,0.021621602,0.050000019,,,,,,,,,,,,,,,,-0.069749475,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009160922,AdderaCare,ADDERA,Sverige,First North,Sjukvård                                                        ,193.5500031,15.80000019,-0.012499988,,-0.006289272,0.025974063,,,,,32.47687912,32.47687912,,2.063565016,2.063565016,,-18.74757957,-18.74757957,,0.083192937,0.008002758,-0.028064191,2,2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0007982814,AddLife,ALIF B,Sverige,Mid Cap,Bioteknik                                                       ,4199.850098,183,0.019498607,-0.01081081,0.133126929,0.11585366,0.388994306,0.759615421,,,37.56620026,37.56620026,,2.166769981,2.166769981,,-64.51381683,-64.51381683,,0.018899918,0.044842124,0.145467281,2,2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0000472268,Addnode,ANOD B,Sverige,Mid Cap,IT-Tjänster                                                     ,2249.600098,74,-0.051282052,-0.03267974,0.068592057,0.060931902,0.292576432,0.465346515,0.608695626,1.418300629,23.2638607,20.33263969,20.61436081,0.988878608,0.845151186,0.88526988,58.27978897,55.21466827,65.15020752,0.015873075,0.080227263,0.12667644,2,2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005568136,Addtech,ADDT B,Sverige,Mid Cap,Handel & Distribution                                           ,10925.71973,163.5,0.018691588,-0.003048781,0.031545743,0.090000004,0.329268306,0.520930231,0.549763024,1.695080161,24.8314209,12.34591961,16.69872093,1.522112966,1.088701963,1.354431987,-242.7938995,131.2460022,-46.93992996,-0.013924956,0.06923306,0.094829559,5,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0001306119,ADDvise Group A,ADDV A,Sverige,First North,Sjukvård                                                        ,110.294899,3.529999971,,-0.090206221,0.146103919,0.604545414,0.561946929,0.838541746,-0.032876745,0.470833242,19.94350052,58.66590881,83.53977203,0.487116396,0.46643889,0.427294195,-2.552352905,-1.880256057,,-0.040951133,0.348345995,0.24169372,,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005676277,Advanced Stabilized Tech,ASTG MTF,Sverige,NGM,Kommunikation                                                   ,55.53219986,0.200000003,0.058201097,-0.183673471,-0.50859952,-0.666666627,-0.748427629,-0.827586234,-0.791666627,,-7.843136787,-36.05432129,-4.816802979,2.708888054,11.32122993,4.834556103,-2.804656982,-9.03175354,-5.285675049,-0.312625289,-0.31759572,-0.454550564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0006219473,Advenica,ADVE,Sverige,First North,Kommunikation                                                   ,188.8184967,14.94999981,0.03103447,0.017006803,-0.135838121,-0.301401854,-0.053797495,-0.17403318,,,-7.583443165,-14.88294029,-33.98363113,4.02177906,4.548359871,4.222260952,-29.60001945,-25.30764008,-39.43991089,-0.066898644,-0.129542947,-0.05477047,,2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009346299,Aerowash,AERW B,Sverige,Aktietorget,Tjänster & Leverans                                             ,,9.050000191,0.058479533,-0.026881721,,-0.371527761,,,,,,,,,,,,,,-0.054468576,-0.089908302,-0.059684221,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0003078107,AF Gruppen,AFG,Norge,OB Match,Byggnation                                                      ,14365.40039,155,-0.009584664,-0.037267081,,-0.02208202,0.05084746,0.187739462,1.153609395,2.085461378,22.13495064,18.44202042,18.51048088,1.214216948,1.063145041,1.042855024,14.1810503,13.67613029,12.34533024,0.004309654,-0.002161503,0.006033897,4,2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI0009800098,Afarak,AFAGR,Finland,Small Cap,Gruv & Metall                                                   ,257.7792053,0.980000019,-0.005076137,0.020833375,0.289473712,-0.029702943,1.207207203,1.390244007,1.635117054,0.492310017,-280,175.3798065,-79.4957962,1.660145998,0.804291606,0.925614119,37.49515915,-374.7680054,12.47358036,-0.031515718,0.112851858,0.316340566,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI0009013312,Affecto,AFE1V,Finland,Small Cap,IT-Tjänster                                                     ,76.86752319,3.559999943,0.020057287,0.056379844,0.22758615,0.223367631,0.338345796,0.271428555,0.206779614,0.369230807,16.28544998,34.66358948,-7.348347187,0.681135714,0.602885425,0.644841015,21.36396027,10.59068966,13.28157043,0.136633039,0.035617828,0.054794312,2,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA00829Q1019,Africa Oil,AOI,Sverige,Mid Cap,Olja & Gas                                                      ,6647.541992,14.56000042,0.037037071,0.08819136,0.020322351,-0.139988169,0.120000027,0.150988206,-0.713103414,-0.694758892,39.05578995,15.53689003,23.54217911,,,,-18.53996086,-3.03984499,-6.285379887,0.032126546,-0.085061915,-0.041101098,3,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU000000AOQ0,African Petroleum,APCL,Norge,Oslo Axess,Olja & Gas                                                      ,533.0549927,5,-0.019607825,-0.279538929,-0.426605523,0.639344275,1.347417712,0.689189136,,,139.6647949,30.3167305,43.74570847,847.598999,305.4327087,325.5230103,-25.61643982,2.981964111,-11.01169014,-0.377845585,0.411126733,0.81087476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005799046,Ages Industri,AGES B,Sverige,First North,Produktion                                                      ,950.460022,140,0.010830325,0.027522936,0.081081085,0.47757256,0.555555582,0.25560537,,,19.96776962,19.90480995,17.26322937,1.174857974,1.000892997,1.02678597,21.60136032,12.97354984,17.96948051,0.035823941,0.122452259,0.215515867,,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0060083566,Agromino,AGRO,Sverige,Small Cap,Livsmedel                                                       ,36122.66016,20.89999962,103.5,105.6326599,117.0790939,123.4047623,109.5820084,85.72199249,10.61111069,1.786666512,-151.449295,-19.41924095,-51.18519974,95.30278015,12.16454029,32.00490952,221.2868042,29.7602005,78.12734222,2.528465033,1.602081656,0.91931653,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005962362,AHA World,AHA,Sverige,Aktietorget,Betting & Spel                                                  ,25.48665047,2.029999971,-0.019323654,-0.097777784,-0.295138925,-0.532258093,-0.667213142,-0.672580659,,,-2.39189291,-10.13296986,-10.26397038,1.298881054,3.819988012,3.738501072,-2.062526941,-7.84170723,-9.484679222,-0.196577907,-0.170636714,-0.350493789,,2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009155005,Ahlsell,AHSL,Sverige,Large Cap,Tjänster & Leverans                                             ,19815.88086,58.5,0.020052338,-0.02581181,-0.024186835,0.00601889,0.100658484,,,,57.94374084,14.48593998,19.31458092,0.805327177,0.201331794,0.268442392,27.67580986,6.918951988,9.225270271,-0.014836788,0.01685977,0.057447553,1,2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI4000048418,Ahlstrom-Munksjö,AM1S,Sverige,Large Cap,Produktion                                                      ,9096.371094,179.1999969,0.034642033,0.031070162,0.337313414,0.248780459,0.259753942,1.019154906,,,20.31745911,15.44172001,19.24945068,0.819848597,0.550516605,0.604831576,11.08014965,8.422561646,17.34495926,0.047707081,0.130111337,0.094765075,1,2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI4000048418,Ahlstrom-Munksjö,AM1S,Sverige,Large Cap,Produktion                                                      ,9096.371094,179.1999969,0.034642033,0.031070162,0.337313414,0.248780459,0.259753942,1.019154906,,,20.31745911,15.44172001,19.24945068,0.819848597,0.550516605,0.604831576,11.08014965,8.422561646,17.34495926,0.047707081,0.130111337,0.094765075,1,2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI4000127535,Ahola Transport,AHOLA,Finland,First North,Handel & Distribution                                           ,10.08100033,0.680000007,,-0.028571401,-0.150000006,-0.087248318,-0.180722862,-0.333333313,,,183.7837982,89.32524109,84.94386292,0.104782298,0.482464701,0.233640894,19.80550003,68.90749359,14.81315994,-0.06741941,-0.033697069,-0.034186244,1,2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0000598278,AIK Fotboll,AIK B,Sverige,NGM,"Hotell, restaurang & nöje                                       ",39.74697876,1.820000052,-0.089999974,-0.076142117,-0.112195075,-0.137440696,-0.35915488,0.300000072,0.378787875,0.103030346,0.688819885,-3.286839008,-3.598138094,0.180745304,0.230696395,0.242024407,2.196937084,1.86709702,-6.539581776,-0.047525644,-0.016317904,0.000656724,2,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0009242555,Aino Health,AINO,Sverige,First North,Sjukvård                                                        ,,15.89999962,-0.006250024,0.012738842,-0.059171602,-0.220588252,,,,,,,,,,,,,,-0.035665095,-0.095331371,-0.131175697,2,2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
